psmiles,wpsmiles,original_index,n_distinct_monomers,refractive_index,legacy_test_fold
CCCOc1ccc(Br)cc1C(Cc1cc2cc3sc(-c4cc(*)cc5c(Cl)ncnc45)cc3cc2s1)Nc1cnc(C(=O)OCC)cc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)c1cc(C(=O)O)cc(-c2cc(C)nc(-c3cccc(-c4cc(C=C(C(F)(F)C(F)(F)C(F)(F)F)*)cc5sc(N)nc45)c3CC#N)c2N)c1N,[*:1]c1cc([*:2])c2ncnc(Cl)c2c1.[*:3]c1cc2cc3sc([*:4])cc3cc2s1.[*:5]CC([*:6])c1cc(Br)ccc1OCCC.[*:7]Nc1cnc(C(=O)OCC)cc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([*:8])=O.[*:9]c1cc(C(=O)O)cc([*:10])c1N.[*:11]c1cc(C)nc([*:12])c1N.[*:13]c1cccc([*:14])c1CC#N.[*:15]c1cc([*:16])cc2sc(N)nc12.[*:17]C=C([*:18])C(F)(F)C(F)(F)C(F)(F)F|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|<1-17:.25:.25<1-18:.25:.25<1-3:.25:.25<1-4:.25:.25<2-17:.25:.25<2-18:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-17:.25:.25<15-18:.25:.25<16-13:.25:.25<16-14:.25:.25<16-17:.25:.25<16-18:.25:.25<17-15:.25:.25<17-16:.25:.25<17-1:.25:.25<17-2:.25:.25<18-15:.25:.25<18-16:.25:.25<18-1:.25:.25<18-2:.25:.25,17394,9,1.683659911155701,1
COCc1ccc(C(CCCCCCCCCCCCC(=O)NCC(CCCCCCOC(=O)c2ccc3cc(C(=O)Oc4ccc(C=O)c(-c5cc(*)c(C)nc5C)c4)ccc3c2)c2cccc(C)c2F)Cc2cc(-c3cc(*)c(N)nn3)c3nc(N)sc3c2)cc1,[*:1]c1cc([*:2])nnc1N.[*:3]c1cc([*:4])cc2sc(N)nc12.[*:5]CC([*:6])c1ccc(COC)cc1.[*:7]CCCCCCCCCCCCC(=O)N[*:8].[*:9]CC([*:10])c1cccc(C)c1F.[*:11]CCCCCCOC(=O)c1ccc2cc(C(=O)O[*:12])ccc2c1.[*:13]c1ccc(C=O)c([*:14])c1.[*:15]c1cc([*:16])c(C)nc1C|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,14046,8,1.5366355180740356,2
COC(=O)C(CC(CCC=C(CC(C(=O)OCCc1ccccc1)c1cc(C(C)C(OC)c2nc3cc(-c4sc(C5CCC(*)N5)c5cc(C(=O)O)sc45)ccn3n2)ccc1C)C(C)C)c1ccc(C(O)CCN2CCOCC2)cc1)c1cc(CCC(=O)O)cc(*)c1O,[*:1]c1cc(CCC(=O)O)cc([*:2])c1O.[*:3]C([*:4])C(=O)OC.[*:5]CC([*:6])c1ccc(C(O)CCN2CCOCC2)cc1.[*:7]CCC=C([*:8])C(C)C.[*:9]CC([*:10])C(=O)OCCc1ccccc1.[*:11]c1cc([*:12])ccc1C.[*:13]C(C)C([*:14])OC.[*:15]c1nc2cc([*:16])ccn2n1.[*:17]c1sc([*:18])c2cc(C(=O)O)sc12.[*:19]C1CCC([*:20])N1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|0.1|<1-19:.25:.25<1-20:.25:.25<1-3:.25:.25<1-4:.25:.25<2-19:.25:.25<2-20:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-17:.25:.25<15-18:.25:.25<16-13:.25:.25<16-14:.25:.25<16-17:.25:.25<16-18:.25:.25<17-15:.25:.25<17-16:.25:.25<17-19:.25:.25<17-20:.25:.25<18-15:.25:.25<18-16:.25:.25<18-19:.25:.25<18-20:.25:.25<19-17:.25:.25<19-18:.25:.25<19-1:.25:.25<19-2:.25:.25<20-17:.25:.25<20-18:.25:.25<20-1:.25:.25<20-2:.25:.25,19184,10,1.5148910284042358,5
COc1cc(C(Cc2cc(O)c(C(=O)CCCCCCCNc3cncc(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(CO*)CSC)c3C)cc2O)c2ccc(CO)cc2)ccc1-c1cc(C=C(C(C)(C)c2cc(F)ccc2NC(=O)OC(C)(C)C)*)nn2ccnc12,[*:1]OCC(CSC)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([*:2])=O.[*:3]c1cncc([*:4])c1C.[*:5]NCCCCCCCC([*:6])=O.[*:7]c1cc(O)c([*:8])cc1O.[*:9]CC([*:10])c1ccc(CO)cc1.[*:11]c1ccc([*:12])c(OC)c1.[*:13]c1cc([*:14])nn2ccnc12.[*:15]C=C([*:16])C(C)(C)c1cc(F)ccc1NC(=O)OC(C)(C)C|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,6793,8,1.275917887687683,1
C=CC(COC(=O)*)Oc1ccc(-c2cc(CCCC)c(-c3ccc4occ(CCCCCC(=O)OCCC=C(CC(C=CCN(Cc5c(F)cc(F)c(C(=O)O)c5*)C(=O)c5c(F)cccc5F)c5ccccc5COCC)c5ccccc5)c4c3)s2)c(CC(=O)O)c1,C=CC(COC(=O)[*:1])O[*:2].[*:3]c1ccc([*:4])c(CC(=O)O)c1.[*:5]c1cc(CCCC)c([*:6])s1.[*:7]c1ccc2occ([*:8])c2c1.[*:9]CCCCCC(=O)O[*:10].[*:11]CCC=C([*:12])c1ccccc1.[*:13]CC([*:14])c1ccccc1COCC.[*:15]C=CCN(C[*:16])C(=O)c1c(F)cccc1F.[*:17]c1c(F)cc(F)c(C(=O)O)c1[*:18]|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|<1-17:.25:.25<1-18:.25:.25<1-3:.25:.25<1-4:.25:.25<2-17:.25:.25<2-18:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-17:.25:.25<15-18:.25:.25<16-13:.25:.25<16-14:.25:.25<16-17:.25:.25<16-18:.25:.25<17-15:.25:.25<17-16:.25:.25<17-1:.25:.25<17-2:.25:.25<18-15:.25:.25<18-16:.25:.25<18-1:.25:.25<18-2:.25:.25,7201,9,1.4736807346343994,1
CC=C(C)C=CC(=O)NCC(COC(Cc1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(=O)c5ccc(OC(=O)c6ccc(C(=O)OCCC(CC(=O)CCCCCCCCCCCN*)C7CCC7)cc6)c(C)c5F)cc4C3=O)cc1C)C2=O)C(=O)OC)OC(=O)*,[*:1]NCCCCCCCCCCCC([*:2])=O.[*:3]CC([*:4])C1CCC1.[*:5]CCOC(=O)c1ccc(C(=O)O[*:6])cc1.[*:7]c1ccc([*:8])c(F)c1C.[*:9]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*:10])cc4C3=O)c(C)c1)C2=O.[*:11]CC([*:12])C(=O)OC.CC=C(C)C=CC(=O)NCC(CO[*:13])OC(=O)[*:14]|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,14381,7,1.5972503423690796,4
COC(=O)c1ccc(C(COCC(F)(CC(CC(Cc2ccc(-c3ccc(NC(=O)c4cccc(C(=O)N*)c4)cc3)cc2)c2cc(Br)ccc2OC)C(=O)N2CCCCC2)C(=O)O)c2cnc(CC(Nc3[nH]c(=S)[nH]c(=O)c3NC(=O)C(F)C(=O)*)c3c(Cl)ccnc3F)c(C(=O)OC)c2)cc1,[*:1]NC(=O)c1cccc(C(=O)Nc2ccc(-c3ccc([*:2])cc3)cc2)c1.[*:3]CC([*:4])c1cc(Br)ccc1OC.[*:5]CC([*:6])C(=O)N1CCCCC1.[*:7]CC(F)(CO[*:8])C(=O)O.[*:9]CC([*:10])c1ccc(C(=O)OC)cc1.[*:11]c1cnc([*:12])c(C(=O)OC)c1.[*:13]CC([*:14])c1c(Cl)ccnc1F.[*:15]Nc1[nH]c(=S)[nH]c(=O)c1NC(=O)C(F)C([*:16])=O|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,12806,8,1.796363115310669,4
CCC(C)(O)c1ccc(C(CC(CC(Cc2ccc(-c3c(C)nc(C)c(C(C*)C(F)(F)F)c3C)cc2O)OC2CCCCC2)C2CC=CCC2)Nc2cc(F)cc(C(=O)O)c2NC(=O)c2ccc3ccc4ccc(C(=O)c5ccc(OC(OC(=O)C(=O)*)C(F)(F)F)c(C)c5C)nc4c3n2)cc1,[*:1]CC([*:2])C(F)(F)F.[*:3]c1c(C)nc(C)c([*:4])c1C.[*:5]c1ccc([*:6])c(O)c1.[*:7]CC([*:8])OC1CCCCC1.[*:9]CC([*:10])C1CC=CCC1.[*:11]CC([*:12])c1ccc(C(C)(O)CC)cc1.[*:13]Nc1cc(F)cc(C(=O)O)c1NC(=O)c1ccc2ccc3ccc(C([*:14])=O)nc3c2n1.[*:15]c1ccc([*:16])c(C)c1C.[*:17]OC(OC(=O)C([*:18])=O)C(F)(F)F|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|0.1111111111111111|<1-17:.25:.25<1-18:.25:.25<1-3:.25:.25<1-4:.25:.25<2-17:.25:.25<2-18:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-17:.25:.25<15-18:.25:.25<16-13:.25:.25<16-14:.25:.25<16-17:.25:.25<16-18:.25:.25<17-15:.25:.25<17-16:.25:.25<17-1:.25:.25<17-2:.25:.25<18-15:.25:.25<18-16:.25:.25<18-1:.25:.25<18-2:.25:.25,14357,9,1.290353775024414,3
CCCCCCN1C(=O)C2C(C=CCOC(=O)c3cccc4c(C(=O)OCc5cc(C(=O)OC)cc(-c6ccc(-c7ccc(C(=O)C(COC(=O)C(COC(C(=O)OCCC)*)C(F)(F)F)C(F)(F)F)s7)s6)n5)cccc34)CC(Oc3c(OC(=O)c4ccc(C(=O)c5ccc(C(=O)*)cc5)cc4)cc(F)cc3C(=O)Cl)C2C1=O,[*:1]C([*:2])C(=O)OCCC.[*:3]OCC(C(=O)OCC(C([*:4])=O)C(F)(F)F)C(F)(F)F.[*:5]c1ccc(-c2ccc([*:6])s2)s1.[*:7]c1cc(C(=O)OC)cc([*:8])n1.[*:9]COC(=O)c1cccc2c(C(=O)OC[*:10])cccc12.[*:11]/C=C/C1CC([*:12])C2C(=O)N(CCCCCC)C(=O)C12.[*:13]Oc1c(OC(=O)c2ccc(C(=O)c3ccc(C([*:14])=O)cc3)cc2)cc(F)cc1C(=O)Cl|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,12210,7,1.5741482973098757,1
CCOC(=O)c1ccccc1C(Cc1ccc2c(c1)Cc1cc(NC(C)CCNC(C)CCCCOC(=O)OC(=O)c3ccc(-c4ccc(Cc5cc(C=O)c(O)c(*)c5C)cc4)cc3)ccc1-2)CC(OCC(CC)C(=O)NC(C#N)COC(=O)*)C1CCC1,[*:1]c1c(C)c([*:2])cc(C=O)c1O.[*:3]Cc1ccc(-c2ccc(C(=O)O[*:4])cc2)cc1.CC(CCNC(C)CCCCOC(=O)[*:5])N[*:6].[*:7]c1ccc2c(c1)Cc1cc([*:8])ccc1-2.[*:9]CC([*:10])c1ccccc1C(=O)OCC.[*:11]CC([*:12])C1CCC1.CCC(CO[*:13])C(=O)NC(C#N)COC(=O)[*:14]|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|0.14285714285714285|<1-13:.25:.25<1-14:.25:.25<1-3:.25:.25<1-4:.25:.25<2-13:.25:.25<2-14:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-1:.25:.25<13-2:.25:.25<14-11:.25:.25<14-12:.25:.25<14-1:.25:.25<14-2:.25:.25,6296,7,1.5693942308425903,5
CCCCCOc1ccc(Br)cc1C(CCN(CC=C*)C(=O)c1c(F)cccc1F)c1cc(CC(CC(NCC(CCC(=O)O)(OC(=O)OCC(CC)C(=O)NC(C#N)COC(=O)c2cc(S(C)(=O)=O)cc(*)c2N)C(F)F)c2cc(C)ccc2F)C(=O)OC(F)(C(F)(F)F)C(F)(F)F)c(N)c(C)c1Cl,[*:1]C=CCN(C[*:2])C(=O)c1c(F)cccc1F.[*:3]CC([*:4])c1cc(Br)ccc1OCCCCC.[*:5]c1cc([*:6])c(N)c(C)c1Cl.[*:7]CC([*:8])C(=O)OC(F)(C(F)(F)F)C(F)(F)F.[*:9]CC([*:10])c1cc(C)ccc1F.O=C(O)CCC(CN[*:11])(OC(=O)[*:12])C(F)F.CCC(CO[*:13])C(=O)NC(C#N)COC(=O)[*:14].[*:15]c1cc(S(C)(=O)=O)cc([*:16])c1N|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,16168,8,1.551472783088684,4
CCCN(CCOC(=O)Nc1nonc1C(=NO)C(=NO)c1nonc1NC(=O)c1cc(F)ccc1C(=O)OCC(Cc1ccccc1)N(C(=O)CF)C(=O)*)CCOC(CC(COCCCCc1cc(O)cc(C(C*)C(=O)c2ccc(OC)cc2)c1N)c1ccc(CO)cc1)OC(=O)c1cccc(C)c1,[*:1]CC([*:2])C(=O)c1ccc(OC)cc1.[*:3]c1cc(O)cc([*:4])c1N.[*:5]CCCCO[*:6].[*:7]CC([*:8])c1ccc(CO)cc1.[*:9]CC([*:10])OC(=O)c1cccc(C)c1.CCCN(CCO[*:11])CCOC(=O)[*:12].[*:13]Nc1nonc1C(=NO)C(=NO)c1nonc1NC(=O)c1cc(F)ccc1C([*:14])=O.[*:15]OCC(Cc1ccccc1)N(C([*:16])=O)C(=O)CF|0.125|0.125|0.125|0.125|0.125|0.125|0.125|0.125|<1-15:.25:.25<1-16:.25:.25<1-3:.25:.25<1-4:.25:.25<2-15:.25:.25<2-16:.25:.25<2-3:.25:.25<2-4:.25:.25<3-1:.25:.25<3-2:.25:.25<3-5:.25:.25<3-6:.25:.25<4-1:.25:.25<4-2:.25:.25<4-5:.25:.25<4-6:.25:.25<5-3:.25:.25<5-4:.25:.25<5-7:.25:.25<5-8:.25:.25<6-3:.25:.25<6-4:.25:.25<6-7:.25:.25<6-8:.25:.25<7-5:.25:.25<7-6:.25:.25<7-9:.25:.25<7-10:.25:.25<8-5:.25:.25<8-6:.25:.25<8-9:.25:.25<8-10:.25:.25<9-7:.25:.25<9-8:.25:.25<9-11:.25:.25<9-12:.25:.25<10-7:.25:.25<10-8:.25:.25<10-11:.25:.25<10-12:.25:.25<11-9:.25:.25<11-10:.25:.25<11-13:.25:.25<11-14:.25:.25<12-9:.25:.25<12-10:.25:.25<12-13:.25:.25<12-14:.25:.25<13-11:.25:.25<13-12:.25:.25<13-15:.25:.25<13-16:.25:.25<14-11:.25:.25<14-12:.25:.25<14-15:.25:.25<14-16:.25:.25<15-13:.25:.25<15-14:.25:.25<15-1:.25:.25<15-2:.25:.25<16-13:.25:.25<16-14:.25:.25<16-1:.25:.25<16-2:.25:.25,11080,8,1.6429808139801023,4
